book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,NonEnglish
9143,7252,7252,10385,15,60539097,9780060539090.0,"Jenna Jameson, Neil Strauss",2004.0,How to Make Love Like a Porn Star: A Cautionary Tale,How to Make Love Like a Porn Star: A Cautionary Tale,eng,3.75,9531,10201,820,222,913,2881,3398,2787,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
9187,4016515,4016515,4062985,25,1400066124,9781400066120.0,Maya Angelou,2008.0,Letter to My Daughter,Letter to My Daughter,eng,4.08,9933,11305,1341,120,513,2199,4028,4445,https://images.gr-assets.com/books/1320448534m/4016515.jpg,https://images.gr-assets.com/books/1320448534s/4016515.jpg,0
9202,17727276,17727276,24806264,45,1476751447,9781476751440.0,Hillary Rodham Clinton,2013.0,Hard Choices,Hard Choices,eng,3.57,8724,9724,1049,682,830,2699,3253,2260,https://images.gr-assets.com/books/1402198745m/17727276.jpg,https://images.gr-assets.com/books/1402198745s/17727276.jpg,0
9250,15902792,15902792,21653636,19,805098232,9780805098240.0,Billy Crystal,2013.0,,"Still Foolin' 'Em: Where I've Been, Where I'm Going, and Where the Hell Are My Keys",eng,3.89,8225,10271,1699,265,547,2319,4025,3115,https://images.gr-assets.com/books/1411351481m/15902792.jpg,https://images.gr-assets.com/books/1411351481s/15902792.jpg,0
9273,7090290,7090290,7346398,8,045122986X,9780451229860.0,Jen Lancaster,2010.0,,"My Fair Lazy: One Reality Television Addict's Attempt to Discover If Not Being A Dumb Ass Is the New Black, or, a Culture-Up Manifesto",eng,3.91,11826,12374,1014,214,785,2979,4377,4019,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
9286,21086818,21086818,40447706,27,297869876,9780297869870.0,Henry Marsh,2014.0,"Do No Harm: Stories of Life, Death and Brain Surgery","Do No Harm: Stories of Life, Death and Brain Surgery",eng,4.22,7978,11850,1291,120,298,1689,4534,5209,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
9291,145397,145397,297491,37,345410092,9780345410090.0,Katharine Hepburn,1991.0,Me: Stories of My Life,Me: Stories of My Life,eng,3.87,9312,10704,509,301,643,2640,3724,3396,https://images.gr-assets.com/books/1403186270m/145397.jpg,https://images.gr-assets.com/books/1403186270s/145397.jpg,0
9367,12959045,12959045,18116420,13,1419702173,9781419702170.0,Derf Backderf,2012.0,My Friend Dahmer,My Friend Dahmer,eng,3.88,11563,12333,1874,232,683,2802,5190,3426,https://images.gr-assets.com/books/1325285515m/12959045.jpg,https://images.gr-assets.com/books/1325285515s/12959045.jpg,0
9436,764063,764063,2128192,21,307393844,9780307393840.0,"Pattie Boyd, Penny Junor",2007.0,Wonderful Tonight: An Autobiography,Wonderful Tonight,en-US,3.65,8254,9450,942,244,977,2884,3050,2295,https://images.gr-assets.com/books/1320426628m/764063.jpg,https://images.gr-assets.com/books/1320426628s/764063.jpg,0
9439,35539,35539,1654509,17,316013315,9780316013310.0,Bob Spitz,2005.0,The Beatles: The Biography,The Beatles: The Biography,en-US,4.13,8120,8464,390,205,314,1270,3020,3655,https://images.gr-assets.com/books/1327951066m/35539.jpg,https://images.gr-assets.com/books/1327951066s/35539.jpg,0
9505,23363874,23363874,42923140,41,1782115080,9781782115080.0,Matt Haig,2015.0,Reasons To Stay Alive,Reasons to Stay Alive,eng,4.17,11307,14295,1980,234,548,2209,4823,6481,https://images.gr-assets.com/books/1418674667m/23363874.jpg,https://images.gr-assets.com/books/1418674667s/23363874.jpg,0
9522,487666,487666,475942,28,425208133,9780425208140.0,"Dick Winters, Cole C. Kingseed",2006.0,Beyond Band of Brothers: The War Memoirs of Major Dick Winters,Beyond Band of Brothers: The War Memoirs of Major Dick Winters,eng,4.24,9712,10427,412,73,251,1587,3717,4799,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
9587,175078,175078,982713,48,156010860,9780156010860.0,"Thomas Merton, Robert Giroux, William H. Shannon",1948.0,The Seven Storey Mountain,The Seven Storey Mountain,en-US,4.16,9232,10241,758,147,400,1587,3632,4475,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
9651,27170141,27170141,47207022,15,1455531189,9781455531190.0,Jessi Klein,2016.0,You'll Grow Out of It,You'll Grow Out of It,eng,3.83,9480,10769,1297,155,597,2809,4576,2632,https://images.gr-assets.com/books/1462261735m/27170141.jpg,https://images.gr-assets.com/books/1462261735s/27170141.jpg,0
9690,772976,772976,759027,16,3822859834,9783822859830.0,Andrea Kettenmann,2001.0,Frida Kahlo 1907-1954: Pain and Passion,Frida Kahlo: 1907-1954 Pain and Passion,,4.15,8260,8401,57,159,350,1470,2482,3940,https://images.gr-assets.com/books/1365526293m/772976.jpg,https://images.gr-assets.com/books/1365526293s/772976.jpg,0
9716,586516,586516,1321310,17,425182134,9780425182130.0,Stephen Davis,1985.0,Hammer of the Gods,Hammer of the Gods,en-US,3.83,8226,8997,379,169,543,2464,3277,2544,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
9759,386,386,3328037,22,393329402,9780393329410.0,Nick Flynn,2004.0,Another Bullshit Night in Suck City: A Memoir,Another Bullshit Night in Suck City,eng,3.77,8441,8963,909,221,718,2302,3340,2382,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
9788,23399022,23399022,42955411,21,525427651,9780525427650.0,"Amanda Berry, Gina DeJesus, Mary Jordan, Kevin Sullivan",2015.0,Hope,Hope: A Memoir of Survival in Cleveland,eng,4.27,3799,9102,927,101,195,1180,3301,4325,https://images.gr-assets.com/books/1421708177m/23399022.jpg,https://images.gr-assets.com/books/1421708177s/23399022.jpg,0
9847,20685373,20685373,40000267,18,307720659,9780307720660.0,Suki Kim,2014.0,"Without You, There Is No Us: My Time with the Sons of North Korea's Elite","Without You, There Is No Us: My Time with the Sons of North Korea's Elite",,3.85,8164,10002,1426,145,523,2526,4328,2480,https://images.gr-assets.com/books/1405292426m/20685373.jpg,https://images.gr-assets.com/books/1405292426s/20685373.jpg,0
9887,503248,503248,491309,21,307381269,9780307381260.0,"Howard Dully, Charles Fleming",2007.0,My Lobotomy,My Lobotomy,eng,3.7,8068,9615,1247,142,788,2979,3585,2121,https://images.gr-assets.com/books/1320449273m/503248.jpg,https://images.gr-assets.com/books/1320449273s/503248.jpg,0
9960,127970,127970,1066433,26,739416383,9780739416390.0,Terry Ryan,2001.0,"The Prize Winner of Defiance, Ohio: How My Mother Raised 10 Kids on 25 Words or Less","The Prize Winner of Defiance, Ohio: How My Mother Raised 10 Kids on 25 Words or Less",,3.9,9380,11151,1849,118,498,2739,4816,2980,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
9968,554674,554674,548132,34,60005777,9780060005770.0,Maria Augusta von Trapp,1949.0,The Story of the Trapp Family Singers,The Story of the Trapp Family Singers,,3.94,9027,10234,599,297,518,2345,3406,3668,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
